SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,SimTime,Failure,C,la,lp,lo,ln,lz,Lh,Rc,Rp,Rn,ve_p,ve_o,ve_n,mat,Ns,Np
7.529883290044665,1.7999333487394644e-15,0.27520672726956263,8269.98636149998,184.0911915082889,-188.8911915082889,25.080071424999915,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,77,96
0.0,nan,0.0,107.40242027922051,349.134426304004,-353.9344263040041,25.35978222799895,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,96,1
0.0,nan,0.0,2148.0484055844104,349.134426304004,-353.9344263040041,26.12297020800179,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,96,20
0.0,nan,0.0,4188.6943908896,349.134426304004,-353.9344263040041,25.176094173999445,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,96,39
0.0,1.6792671230239649e-15,0.39206503981426977,6229.340376194789,175.41669875627505,-180.21669875627506,25.1318027419984,False,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,96,58
8.771700242530397,1.7447756227019219e-15,0.21918494416763679,8269.98636149998,223.0114133259987,-227.8114133259987,25.872817310002574,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,96,77
7.529883290044665,1.7999333487394644e-15,0.27520672726956263,10310.632346805169,241.9526543479965,-246.75265434799653,25.67526773300051,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.1,0.6,LCO,96,96
0.0,nan,0.0,0.8820985306631237,-46.238183059333295,41.438183059333284,26.223205561000213,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,1,1
0.0,nan,0.0,17.641970613262476,-46.238183059333295,41.438183059333284,26.17147592100082,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,1,20
0.0,nan,0.0,34.40184269586182,-46.238183059333295,41.438183059333284,24.43862025300041,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,1,39
13.248543401107334,2.007440694283163e-15,0.06372003078212174,51.161714778461175,-46.96192960097719,42.16192960097718,24.62585106300685,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,1,58
10.552843605442979,2.0003398198787897e-15,0.044126495950592926,67.92158686106053,-46.768545589507525,41.968545589507514,37.04749102299684,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,1,77
8.639098406689683,2.0435764411663287e-15,0.055335598511391026,84.68145894365988,-46.695790108002996,41.895790108002984,25.874240760997054,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,1,96
0.0,nan,0.0,17.641970613262476,32.83633881333418,-37.63633881333419,24.929583605997323,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,20,1
0.0,nan,0.0,352.8394122652495,32.83633881333418,-37.63633881333419,25.06500083299761,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,20,20
0.0,nan,0.0,688.0368539172365,32.83633881333418,-37.63633881333419,26.401207691997115,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,20,39
13.248543401107334,2.007440694283163e-15,0.06372003078212174,1023.2342955692235,18.361407980456306,-23.161407980456318,25.120328993994917,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,20,58
10.552843605442979,2.0003398198787897e-15,0.044126495950592926,1358.4317372212106,22.229088209849536,-27.029088209849547,24.875736776004487,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,20,77
8.639098406689683,2.0435764411663287e-15,0.055335598511391026,1693.6291788731976,23.68419783994017,-28.48419783994018,25.458325854000577,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,20,96
0.0,nan,0.0,34.40184269586182,111.91086068600166,-116.71086068600167,26.15033717800543,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,39,1
0.0,nan,0.0,688.0368539172365,111.91086068600166,-116.71086068600167,24.781720183003927,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,39,20
0.0,nan,0.0,1341.671865138611,111.91086068600166,-116.71086068600167,25.106519804998243,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,39,39
13.248543401107334,2.007440694283163e-15,0.06372003078212174,1995.3068763599858,83.6847455618898,-88.48474556188981,25.140191733000393,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,39,58
10.552843605442979,2.0003398198787897e-15,0.044126495950592926,2648.9418875813603,91.22672200920661,-96.02672200920662,26.150377344005392,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,39,77
8.639098406689683,2.0435764411663287e-15,0.055335598511391026,3302.5768988027353,94.06418578788333,-98.86418578788334,25.000350223999703,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,39,96
