SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,SimTime,Failure,C,la,lp,lo,ln,lz,Lh,Rc,Rp,Rn,ve_p,ve_o,ve_n,mat,Ns,Np
0.0,nan,0.0,2861.0942319451106,270.0599044313366,-274.85990443133664,24.81014424199384,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,77,58
0.0,nan,0.0,3798.349238961612,270.0599044313366,-274.85990443133664,26.18246859899955,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,77,77
9.922470352642325,2.046084016057422e-15,0.25657083927336544,4735.604245978115,206.13750005568878,-210.9375000556888,25.044535856999573,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,77,96
0.0,nan,0.0,61.501353843871605,349.134426304004,-353.9344263040041,24.917796507994353,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,96,1
0.0,nan,0.0,1230.0270768774324,349.134426304004,-353.9344263040041,24.914877126000647,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,96,20
0.0,nan,0.0,2398.5527999109927,349.134426304004,-353.9344263040041,25.34896985800151,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,96,39
0.0,nan,0.0,3567.0785229445532,349.134426304004,-353.9344263040041,27.290339325001696,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,96,58
0.0,nan,0.0,4735.604245978115,349.134426304004,-353.9344263040041,24.962653278998914,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,96,77
9.922470352642325,2.046084016057422e-15,0.25657083927336544,5904.129969011675,269.43896110839114,-274.2389611083912,24.47348701699957,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LFP,96,96
0.0,nan,0.0,0.9478469332807524,-46.238183059333295,41.438183059333284,25.602153756000916,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.6,LFP,1,1
0.0,nan,0.0,18.95693866561505,-46.238183059333295,41.438183059333284,36.236650976999954,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.6,LFP,1,20
0.0,nan,0.0,36.966030397949346,-46.238183059333295,41.438183059333284,26.77915571599442,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.6,LFP,1,39
0.0,nan,0.0,54.975122130283644,-46.238183059333295,41.438183059333284,26.247783769998932,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.6,LFP,1,58
